PM2.5 (ug/m3),NO (mg/m3),NO2 (ug/m3),NOx (ppb),SO2 (ug/m3),Ozone (ug/m3),Air_Quality_Index(AQI),AQI Category,Benzene (ug/m3),Toluene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (deg),SR (W/mt2),T,TM,Tm,SLP,H,VV,V,VM
42.03,4.18,18.94,13.4,8.76,43.46,70,1,0.5,0.08,29.87,46.48,0.87,111.63,174.44,28.1,36.8,21.3,1003.1,59,3.1,9.3,16.5
69.96,3.98,17.06,12.24,8.35,41.45,128,2,0.5,0.02,30.31,38.96,1.16,146.16,152.72,30.9,37,23.2,1002.1,49,3.1,8.5,13
78.6,4.64,20.52,14.6,9.42,44.99,159,2,0.5,0.08,32.22,28.99,0.62,87.47,190.47,30.1,38.6,23,1004,47,2.6,5.4,14.8
100.74,8.21,36.02,25.72,13.37,33.69,231,3,0.5,0.46,32.2,29.34,0.39,175.38,73.09,31.7,39.3,21.7,1004.6,41,3.2,1.7,7.6
37.35,5.86,19.2,14.9,8.72,22.9,62,1,0.5,0.03,29.2,48.04,1.54,181.13,41.06,32.6,39.6,23.6,1004.7,44,1.9,6.7,13
23.96,6.94,16.77,14.47,6.41,16.92,38,1,0.5,0.09,23.21,81.25,1.19,101.71,26.52,27,37.8,23.8,1005.5,69,1.9,6.5,13
20.84,6.86,11.19,11.44,6.42,32.62,33,1,0.5,0.01,24.26,82.98,1.81,153.96,156.89,22.3,30.8,21.2,1002.6,96,1.1,7.8,14.8
34.64,6.48,18.21,14.87,6.26,32.96,57,1,0.5,0.18,26.33,72.73,1.07,149.77,150.56,25.7,31,19.3,1001.6,82,1.8,6.5,14.8
35.37,4.06,15.36,11.39,5.45,46.29,59,1,0.5,0.03,27.94,56.99,1.22,147.33,212.43,26,32.4,19.4,1004.8,82,2.9,5.7,9.4
299.39,7.96,20.75,17.4,6.48,34.78,500,4,0.5,0.06,27.56,57.12,0.86,271.64,140.58,27.8,35,18,1003.1,65,3.5,3.9,9.4
95.55,4.34,18.7,13.42,7.45,42.87,214,3,0.5,0,28.6,44.72,1.2,311.23,205.99,28,35.1,22.4,1005.1,61,1.4,8.1,14.8
72.23,3.6,22.57,14.87,7.79,48.9,138,2,0.5,0.11,31.61,33.74,1.21,321.76,212.45,29.5,35.8,21.2,1004.2,49,3.1,8.1,14.8
79.66,4.98,30.16,20.02,8.92,41.92,162,2,0.5,0.41,32.37,28.34,0.64,233.37,203.67,31.8,38.6,23,1000.1,41,3.2,6.3,14.8
77.19,10.86,31.42,25.4,8.84,35.94,155,2,0.5,0.63,32.57,33.81,0.7,240.13,201.35,31.7,39.4,22.6,998.4,39,3.2,3.9,7.6
44.21,4.78,22.06,15.55,7.81,44.43,73,1,0.5,0.15,31.85,48.69,1.49,157.24,195.12,32.1,40.6,22.2,998.9,45,3.2,7.2,11.1
40.66,5.38,16.16,12.9,5.44,40.08,67,1,0.5,0.03,32.14,49.25,2.08,159.97,181.66,32.5,41.2,25.3,1000.9,56,3.2,8.5,11.1
55.84,4.77,13.3,10.89,6.62,43.68,91,1,0.5,0,30.95,54.15,2.01,148.14,173.01,32.3,40.1,26.6,1002.2,49,3.2,12.2,20.6
51.6,5.91,20.65,15.71,6.36,33.17,85,1,0.5,0.02,32.1,40.73,0.63,186.2,181.07,31,37.5,25.2,1001.8,55,2.6,9.3,27.8
49.27,5.32,20.26,15.03,5.09,41.09,82,1,0.5,0.09,28.24,56.58,1.34,116.76,119.22,31.4,38.8,20.4,998.9,53,3.4,6.9,14.8
59.75,8,24.97,19.68,6.56,35.87,98,1,0.5,0.66,29.97,54.42,0.79,167,166.53,27.2,39.6,17.9,1003.1,72,3.2,5.7,14.8
53.46,5.13,18.42,13.9,7.83,47.25,88,1,0.5,0.14,31.32,44.93,0.78,147.65,180.63,30.9,36.6,23,1003.2,50,1.9,7.2,11.1
71.25,4.52,20.48,14.5,6.61,41.72,135,2,0.51,0.38,32.5,49.31,0.75,119.23,158.46,32,37.2,24.4,1003.9,58,2.7,4.4,9.4
47.34,5.39,20.05,14.97,5.93,29.94,78,1,0.5,0.02,29.87,52.6,1.06,127.76,174.75,30,39.2,25.4,1003.2,63,2.3,7.2,25.9
49.89,4.52,16.87,12.59,5.61,24.89,82,1,0.5,0.05,30.9,50.21,0.64,208.45,186.77,30.9,39.5,23.4,1002.6,55,2.6,7.2,16.5
75.32,7.25,25.83,19.52,9.2,35.95,148,2,0.5,0.41,33.97,44.15,0.66,231.69,185.64,32.1,39.1,24,1001.7,59,2.7,4.8,7.6
111.34,6.06,25.23,18.24,8.76,20,269,3,0.59,2.26,35.99,36.08,1.15,253.01,169.93,33.8,39.6,26.1,998.7,52,3.2,5.4,11.1
179.25,7.35,18.5,15.71,8.59,15.42,345,4,0.5,1.02,36.76,33.75,1.04,268.23,174.2,36.1,41.2,28.6,996.1,42,3.2,12,24.1
120.74,7.26,19.75,16.31,6.97,15.59,300,3,1.36,2.34,35.46,45.84,0.81,183.61,154.58,36.9,41.7,31.4,995.5,43,2.7,11.5,18.3
61.29,4.79,16.9,12.8,6.63,18.91,101,2,1.18,1.96,31.06,59.45,1.44,132.21,159.79,33.1,42.2,24,996.7,64,2.7,8.7,14.8
49.03,4.96,16.01,12.48,5.7,16.85,82,1,1.26,2.04,32.12,59.14,1.79,141.77,161.11,32.1,39.8,25,996.2,63,2.1,7.2,11.1
32.07,5.38,16.28,12.96,6.27,19.12,54,1,1.26,2.04,28.44,66.77,1.25,179.48,116.33,31,39,26.4,997.7,63,2.9,12.6,20.6
37.88,12.34,21.53,21.33,7.13,15.34,62,1,0.5,0,30.89,64.4,0.7,200.44,195.57,30.9,35.8,23.8,998.6,67,3.1,4.6,11.1
38.08,5.59,18.66,14.38,5.73,15.78,64,1,1.47,2.59,32.01,57.35,1.06,213.02,153.19,32.9,38.2,25.5,995.7,54,3.2,5.6,9.4
27.51,4.61,16.53,12.46,5.87,16.32,45,1,0.5,0,29.33,62.71,1.05,131.47,116.01,32.7,38.6,27,993.2,59,2.9,8,18.3
42.24,5.49,19.59,14.81,5.43,16.78,70,1,1.23,1.95,30.5,64.89,0.83,101.73,146.97,30.5,38.7,26.2,996.9,68,2.9,9.6,13
35.66,4.81,14.77,11.7,5.67,14.93,59,1,0.5,0,30.39,64.61,1.15,125.31,156.45,31.4,35,26.2,998.4,63,3.1,6.7,11.1
26.9,5.92,12.8,11.53,7.32,15.53,43,1,0.5,0,30,65.08,1.17,119.16,161.94,31.5,36.4,25.1,999.2,65,1.9,7.2,14.8
29.35,5.49,10.89,10.18,5.69,16.11,48,1,1.85,3.61,29.19,70.32,1.16,82.64,167.54,30.5,36.6,25.3,998.9,68,2.3,9.4,14.8
39.01,5.73,14.38,12.23,7.24,19.17,65,1,1.39,2.38,30.97,64.49,0.74,101.28,177.47,29.8,35.1,25.2,1000.1,73,2.9,8.9,14.8
76.19,6.01,20.62,15.78,8.25,32.12,152,2,0.5,0,34.09,47.97,0.85,258.94,168.97,32.6,36.4,25.5,1000.3,61,3.1,5.4,9.4
98.31,10.09,24.82,21.26,9.29,17.92,224,3,0.5,0,34.71,38.79,0.49,208.05,184.25,34.4,39.6,25.4,999.4,50,3.1,5.2,11.1
65.27,4.89,18.71,13.86,5.79,15.41,114,2,1.15,1.75,32.92,55.09,1.38,122.36,156.63,35,40.2,28,1000,50,2.6,4.8,9.4
73.8,4.5,20.4,14.43,7.27,22.75,141,2,0.75,0.68,32.36,49.26,0.9,232.32,169.85,32.4,40.5,28.2,1000,60,2.1,6.9,11.1
63.7,5.86,25.12,18.04,6.19,22.88,107,2,1.04,1.44,30.39,56.63,0.96,212.18,163.27,32.5,39,25.1,998.7,50,2.7,5.9,9.4
83.85,12.53,26.6,24.16,5.97,15.67,176,2,0.5,0,32.48,54.22,0.52,136.71,164.72,31.6,40.1,25.6,1001.8,63,2.3,6.3,22.2
68.47,4.27,17.43,12.66,7.48,18.35,124,2,1.06,1.49,34.35,49.91,0.65,142.35,173.48,33.3,38.7,26.7,1003.3,58,2.1,5,9.4
123.02,4.93,27.9,18.76,7.85,13.7,302,4,1.62,3.04,35.64,41.87,0.85,229.38,189.23,34.1,39.4,27.6,1001.1,57,3.1,3.5,9.4
170.62,5.99,22.55,16.78,8.12,19.35,338,4,1,1.04,36.51,33.49,1.38,238.36,175.65,35.5,41.6,27.4,997.8,45,3.1,4.4,11.1
109.05,4.98,18.3,13.71,6.2,34.14,262,3,2.17,2.69,37.08,33.92,1.22,273.68,183.93,37.8,43,28.2,994.8,36,3.1,15.4,22.2
101.36,7.2,24.13,18.57,7.61,28.93,235,3,2.14,2.83,35.48,41.74,1.07,261.81,154.15,37.4,43.5,28.8,994,40,3.5,12,24.1
64,5.68,20.18,15.28,6.75,11.37,111,2,3.25,2.11,31.28,55.38,1.33,219.81,129.6,35.1,43.1,27.2,996.1,49,2.6,15.2,31.7
49.52,7.56,24.56,19.11,6.65,11.06,82,1,3.02,4.61,32.17,51.65,0.77,182.64,186.21,31.6,41.3,24.1,999.5,58,2.7,6.7,11.1
82.64,4.1,19.92,13.86,6.96,17.54,172,2,2.37,3.17,33.77,47.03,0.8,209.7,175.24,32.6,38.6,26.2,1000.9,56,3.1,6.1,11.1
49.69,4.18,19.1,13.48,8.07,19.43,82,1,2.66,3.56,34.09,47.27,1,299.44,179.8,34.1,39.8,28,1000.9,52,3.4,7.4,14.8
49.77,5.8,23.48,17.13,7.54,10.47,82,1,5.44,14.76,36.11,42.61,1.07,280.5,184.23,35.3,40,28.7,998.6,50,2.7,5.7,13
63.39,5.23,20.13,14.87,8.05,19.68,107,2,3.92,10.3,35.76,39.44,1.14,265.59,158.53,36.4,41.4,29.5,997.3,46,3.5,7.8,14.8
63.49,4.16,20.67,14.21,5.73,54.46,107,2,1.46,2.18,33.1,52.8,1.47,118.16,139.9,34.7,42.6,26.8,997.8,49,2.7,10.2,16.5
49.39,4.26,18.34,13.13,4.8,59.94,82,1,2.42,3.27,35.22,49.45,1.12,118.18,254.99,33.2,41.8,24.1,999.4,65,2.7,8.1,11.1
40.98,5.04,16.95,13.05,5.46,46.3,67,1,2.04,3.77,33.73,58.28,1.6,129.89,147.64,34.6,39.2,28.6,998.7,59,2.6,8,13
35.18,4.98,14.59,11.74,4.61,37.75,59,1,2.06,3.34,30.93,67.61,1.83,135.05,123.67,33.2,39.8,28.8,1000.6,67,3.1,10.9,14.8
28.05,5.87,21.13,15.94,8.91,26.07,46,1,1.52,2.54,29.23,76.9,1.32,111.45,57.86,31.9,39,27,1002,68,1.9,12,14.8
40.46,6.39,20.24,15.88,5.64,29.23,67,1,2.35,4.13,32.21,68.86,1.1,105.31,159.06,31.3,35.4,23.4,1001.5,77,2.6,5.6,7.6
60.08,13.92,18.77,21.12,5.54,34.02,100,1,1.46,2.02,33.63,62.26,0.81,168.26,156.37,33.2,37.2,27,1002.5,69,2.7,6.3,9.4
18.68,6.43,20.04,15.78,5.67,32.27,32,1,2.72,4.69,31.38,71.37,0.94,176.31,81.13,34.1,38,28.2,999.9,65,2.9,4.3,7.6
9.02,6.37,16.57,13.91,5.78,26.15,26,1,3.02,4.39,26.08,94.23,0.88,195.26,13.4,30.8,38.8,27.6,997.2,80,2.1,6.9,11.1
11.3,8.11,21.22,17.78,5.71,27.39,27,1,2.81,4.91,27.32,90.69,0.45,119.1,89.74,26.1,36.4,24.2,998,99,1.9,2.6,11.1
14.24,14.97,21.41,23.36,6.42,21.71,26,1,2.99,5.44,28.28,85.12,0.51,173.38,150.13,27.4,31.6,24,998.1,94,1.8,4.8,11.1
19.2,7.8,17.9,15.77,4.95,28.25,31,1,2.89,5.41,29.47,80.82,0.7,121.1,121.66,29.9,34.2,22.4,996,84,2.3,5.9,11.1
17.16,7.77,16.19,14.83,3.96,31.68,31,1,2.92,5.63,29.72,77.87,1.11,140.13,138.57,30.6,34.7,25.6,995.2,78,2.3,5.2,9.4
25.19,10.23,23.53,20.7,5.4,37.41,41,1,2.72,6.55,31.34,72.74,0.57,150.68,128.46,31.1,34,26.3,996.5,78,3.2,5.4,11.1
26.16,9.57,23.91,20.37,5.36,33.24,43,1,5.65,9.01,31.95,70.91,0.65,144.18,160.8,32.1,36,27.3,997.6,77,2.3,5.2,11.1
27.11,6.2,18.56,14.83,5.55,37.24,45,1,5.34,8.78,31.24,73.07,0.83,140.5,52.35,33.7,37,27.6,997.2,68,3.5,6.3,13
35.09,7.73,18.28,15.91,5.1,20.83,59,1,3.89,6.83,28.98,88.64,0.61,190.58,41.03,31.3,37.3,28.3,996,79,1.9,4.8,9.4
16.16,9.26,15.82,15.82,4.34,17.7,26,1,3.37,7.43,26.87,96.07,0.64,254.57,22.08,28.4,33.1,25,994.6,94,1.8,4.8,11.1
21.44,9.11,14.9,15.22,5.12,17.86,35,1,3.06,6.85,27.98,88.59,0.52,247.52,112.76,26.6,29.4,25.1,996.6,97,2.1,4.4,9.4
26,7.83,23.17,18.59,7.3,21.91,43,1,2.64,7.3,28.35,85.74,0.46,138,81.25,27.6,32,24,996.8,92,2.1,3.3,9.4
17.48,5.96,18.02,14.34,4.44,31,31,1,3.51,8.37,29.32,80.65,0.94,126.89,128.3,27.4,32.1,24.5,997.4,94,1.9,1.9,7.6
18.53,13.07,21.73,22.02,4.89,21.87,30,1,4.13,6.49,28.69,84.78,0.42,188.02,74.12,30.3,34.4,24.3,997.8,85,3.1,5.4,11.1
23.39,16.29,27.7,27.76,5.3,21.57,38,1,2.98,5.03,28.66,87.99,0.33,156.14,73.86,28.6,35,24.8,997.1,87,1.9,2.8,7.6
21.81,8.34,21.75,18.28,4.91,26.73,35,1,3.02,8.33,29.93,78.92,0.9,74.51,133.04,29.5,32.1,26.1,998,85,1.9,2,7.6
21.36,6.09,20.57,15.8,4.79,30.83,35,1,3.3,6.21,30.27,71.52,0.84,114.97,147.17,30.7,34,25.8,998.5,77,2.6,6.7,14.8
46.98,15.56,29.01,27.83,4.95,30.6,77,1,3.27,7.46,30.2,76,0.44,159.57,115.28,30.9,34.8,25.4,999.4,73,3.2,5.6,11.1
38.89,6.65,25.1,18.65,4.85,40.17,64,1,4.6,6.85,31.27,72.1,0.49,92.58,123.23,31.8,35.2,26.5,999.3,73,2.4,3.7,9.4
34.28,17.86,28.06,29.2,5.88,23.89,57,1,2.87,5.49,29.86,80.02,0.38,160.46,88.97,32.7,36,26.7,999.1,70,2.4,2.6,7.6
43.48,10.83,25.42,22.19,4.57,20.22,72,1,3.99,9.82,27.82,91.51,0.4,214.23,42.51,29.9,36.7,27.3,1001.1,85,2.3,3,11.1
46.73,13.16,28.84,25.86,5.31,30.52,77,1,2.24,4.11,28.93,87.37,0.43,144.14,117.85,28.2,33.2,26.4,1002.6,91,1.9,2,9.4
40.39,8.33,22.86,18.82,5.77,24.36,67,1,2.71,5.55,30.22,74.91,1.04,249.32,149.94,29.9,33.4,25.1,1002.4,83,1.6,5,7.6
75.9,8.47,19.72,17.26,4.8,22.37,148,2,2.49,6.58,31.61,64.87,0.96,277.6,167.51,32,36,25,1000.8,69,2.9,8.1,16.5
59.45,8.37,18.93,16.76,4.51,26.47,98,1,1.92,3.04,31.45,63.65,0.85,263.69,174.08,32,36.2,26.3,1000.9,64,2.6,13.5,24.1
52.08,7.89,17.66,15.69,5.82,27.25,86,1,2.59,9.21,31.97,60.92,0.89,259.78,168.05,32.3,36.2,26.4,1001.9,64,3.1,9.4,18.3
43.51,7.66,18.42,15.91,5.7,28.24,72,1,1.9,6.81,32.01,58.97,0.95,276.53,162.76,32.9,36.2,27,999.7,58,3.4,11.9,24.1
44.57,8.95,16.79,16.07,7.09,30.06,73,1,2.63,7.7,32.01,59.66,0.82,263.56,174.06,33.6,37,26.8,998.4,57,3.5,6.5,20.6
53.41,8.34,18.79,16.67,7.85,27.7,88,1,3.01,6.16,32.5,58.39,0.79,266.46,167.27,32.7,36.8,27,1000,60,3.4,8.9,14.8
49.6,8.15,20.79,17.83,5.11,36.18,82,1,2.98,7.56,33.04,61.04,0.67,233.06,154.52,32.9,37,27.3,1003.2,60,3.5,5.7,18.3
51.5,6.99,21.27,16.87,7.36,40.82,85,1,3.88,12.28,32.84,62.16,0.71,196.69,125.96,33.4,37.8,28.1,1002.2,65,3.1,5.2,9.4
56.09,10.36,26.48,22.37,6.26,47.59,93,1,4.53,8.05,32.89,60.82,0.49,139.68,110.89,33.3,38,27.4,1000.7,62,2.3,3.7,9.4
41.77,6.41,27.71,19.86,4.32,30.93,68,1,2.51,4.04,29.24,76.28,1.07,130.4,57.03,32.3,38,27.5,999.6,69,2.1,4.4,7.6
28,6.75,20.76,16.43,6.75,24.38,46,1,2.93,6.11,27.49,88.12,0.91,101.13,75.2,27.2,36.5,26,1003.2,92,1.9,7.4,14.8
14.37,8.26,16.8,15.54,5.68,28.99,28,1,3.28,6.86,28.97,81.97,1.13,142.8,126.88,27.8,32.8,23.8,1004.3,95,1.9,6.3,9.4
28.77,10.55,20.36,19.26,4.29,26.46,46,1,1.89,3.22,30.04,79.67,0.37,203.63,120.61,30.1,33.6,24.5,1003.4,82,1.9,5.6,11.1
35.77,7.45,23.86,18.65,4.01,24.78,59,1,3.09,6.75,30.9,78.41,0.46,258.76,102.59,31.2,34.4,26.2,1001.1,79,2.6,4.4,11.1
47.95,7.69,21.86,17.78,5.5,21.71,78,1,2.92,5.8,31.96,67.48,1.08,235.79,169.04,31.2,35.2,27.3,1000,81,2.6,4.8,9.4
37.5,7.43,23.94,18.67,6.01,26.97,62,1,2.42,5.74,31.06,61.65,0.99,251.84,147.57,33.1,35.8,27.4,997.7,60,3.2,14.1,27.8
54.45,6.74,19.13,15.56,6.19,28.44,90,1,1.69,2.46,30.93,62.24,0.77,226.34,161.53,30.9,36.4,26.6,997.7,63,2.7,12.2,24.1
54.9,6.78,22.03,17.1,5.71,34.48,90,1,2.62,5.13,31.58,60.6,0.58,169.55,134.51,31.7,35.6,25.4,999.7,61,3.4,7,13
57.76,6.6,22.31,17.14,6.71,31.25,95,1,2.34,2.69,30.3,73.66,0.71,151.88,116.38,31.2,36,27,1000.5,68,2.6,6.1,9.4
36.33,5.7,15.34,12.71,5.42,34.55,60,1,1.74,2.47,29.43,74.24,1.02,121.46,118.08,30.3,35.1,25.8,1002,76,1.9,8.5,14.8
30.36,6.28,16.29,13.69,5.99,21.94,50,1,1.68,2.5,27.32,84.06,1.05,130.04,34.97,30.4,34.7,25.3,1004.9,75,3.1,7.8,14.8
29.32,8.77,21.23,18.29,6.15,17.45,48,1,1.62,2.27,25.69,91.78,0.78,81.17,23.52,26.4,34.6,24,1007,94,1.8,6.5,11.1
30.3,14.44,19.88,22.12,4.81,30.42,50,1,2.3,2.98,27.46,87.35,0.53,98.71,124.55,25.1,28.9,23.6,1006,99,1.4,6.5,14.8
16.95,10.29,19.49,18.59,4.67,27.36,27,1,3.46,5.59,28.71,81.65,0.76,149.53,149.03,28.5,32,23.7,1003.6,85,2.3,5.2,11.1
14.49,9.89,19.62,18.35,6,24.93,24,1,3.32,4.22,27.63,85.41,0.52,158.09,85.77,31,34.4,25.4,1002.8,74,2.9,5.4,13
25.59,13.06,21.01,21.61,5.12,30.31,41,1,3.28,5.41,28.96,81.43,0.45,129.58,127.39,28.4,34.5,26.1,1001.9,82,2.4,3,11.1
29.46,9.14,22.53,19.29,5.55,34.41,48,1,2.7,4.28,30.47,77.87,0.31,141.14,126.31,31,34,25.8,1002.3,77,3.2,5.4,9.4
40.4,6.83,21.93,17.12,5.43,34.44,67,1,2.45,5.21,30.43,76.05,0.81,135.75,91.56,31.6,35.4,27.4,1003.2,76,2.9,3.3,18.3
26.31,8.04,18.88,16.46,4.47,29.97,43,1,2.76,5.63,28.84,80.26,1.11,116.29,122.08,30.8,36.2,27.4,1004.9,81,2.4,4.4,13
28.29,6.74,20.96,16.53,5.26,29.8,46,1,3.7,7.32,29.45,75.97,0.91,124.21,90.76,29.8,33.6,26,1003.4,80,3.1,10.6,18.3
28.85,9.43,20.54,18.46,6.76,22.69,46,1,2.97,6.37,28.54,82.41,0.88,128.14,107.7,30.2,33.8,27.2,1002.7,82,1.9,9.1,18.3
14.32,8.51,19.8,17.34,5.7,22.6,23,1,2.89,8.84,25.52,92.4,0.99,111.96,23.23,28.3,34,25.1,1002.6,87,1.9,5.4,14.8
25.32,11.98,21.2,20.7,18.02,21.88,41,1,1.91,5.65,26.6,88.45,0.73,148.54,74.43,25.1,32.2,24,1003.1,99,1.4,6.5,9.4
41.35,17.37,21.05,25.1,5.23,24.3,68,1,1.94,5.17,28.01,89.21,0.38,130.14,105.28,28,33.2,23.4,1000.8,91,1.9,1.9,7.6
24.85,13.02,22.17,22.21,7.12,26.22,40,1,1.91,4.3,28.8,80.55,0.82,62.75,114.48,27.6,33.4,25,1001.7,92,1.9,1.5,5.4
15.27,11.33,19.5,19.43,5.51,25.08,25,1,1.78,3.17,29.97,71.26,0.97,109.59,137.68,30.2,35,24,1003.4,82,2.4,7.2,22.2
25.02,23.52,23.54,31.33,5.91,13.31,41,1,1.74,2.13,27.57,84.76,0.47,173.66,46.16,31.3,35.4,25.2,1004.9,74,3.7,6.3,14.8
18.6,13.07,19.92,21.05,7.06,22.88,30,1,3.35,5.65,27.59,79.11,0.88,71.9,102.41,26.1,35.3,24.6,1003.1,90,1.9,2.6,7.6
28.53,10.88,22.68,20.77,5.37,31.33,46,1,2.44,5.75,29.31,74.61,0.88,101.58,113.71,28.3,31.6,23.6,1002.9,81,2.3,6.3,9.4
34.26,12.57,22.87,22.22,3.73,26.53,57,1,2.93,5.33,30.42,74.44,0.85,135.15,155.84,29.6,34,24.6,1004.5,82,2.7,6.1,11.1
24.03,9.06,21.01,18.42,6.49,27.32,40,1,2.58,5.5,30.57,74.79,0.63,147.98,134.87,31.3,34.4,26,1006.3,74,3.2,6.9,11.1
32.38,9.09,21.5,18.7,7.62,23.87,54,1,2.51,5.74,30.59,74.9,0.79,146.83,121.31,30.8,35,26.5,1004.8,73,2.6,5.4,11.1
29.95,7.25,23.44,18.25,7.77,26.82,48,1,1.61,3.23,28.42,78.03,1.01,129.6,86.72,29.4,35.8,25.8,1003.7,79,3.1,4.8,9.4
35.66,7.02,22.44,17.55,6.24,24.62,59,1,0.5,0.69,28.46,79.09,1.01,154.61,87.92,28.4,35.6,26,1004,81,2.6,7.6,16.5
24.96,5.81,19.33,14.92,7.6,27.56,40,1,1.14,1.36,28.25,78.43,0.87,100.08,101.13,28.1,32.8,24.6,1005.7,80,2.3,4.8,7.6
52.64,8.88,24.52,20.15,7.24,28.24,86,1,1.71,2.27,29.01,79.03,0.47,106.13,111.75,28.2,33.3,24.4,1006.3,85,1.9,3.5,9.4
41.86,7.84,19.8,16.8,7,30.79,68,1,0.5,1.02,28.76,79.81,0.76,115.6,96.49,28.8,32.7,24.6,1004.8,81,3.1,3.3,7.6
78.27,6.53,25.32,18.67,6.42,33.08,159,2,1.81,2.33,30.13,75.21,0.44,145.63,106.22,29.1,33.2,25.5,1005.1,81,1.9,6.3,11.1
80.61,6.14,23.03,17.15,7.26,30.36,165,2,2.33,4.55,31.17,69.89,0.79,112.33,136.79,29.9,33.8,26,1005.4,77,2.3,3.3,7.6
38.74,7.44,22.54,17.93,7.77,26.81,64,1,1.87,2.31,30.97,69.28,1.09,132.04,134.99,30.8,34.6,26.3,1005.9,73,3.1,4.3,11.1
54.04,7.49,24.19,18.86,7.14,29.08,90,1,2.06,2.44,30.95,69.51,0.84,150.97,128.61,30.9,35.7,26.7,1007.1,73,2.7,6.3,11.1
55.48,10.88,28.04,23.81,7.64,23.99,91,1,1.49,1.6,30.43,73.07,0.32,177.9,116.18,30.2,35,26.4,1008.5,75,3.1,2.6,7.6
76.99,11.6,26.07,23.14,6.8,26.14,152,2,2.77,6.28,30.75,73.1,0.45,254.07,127.36,29.9,35.2,26.5,1008.3,79,2.3,1.9,9.4
57.67,8.72,20.4,17.83,6.6,23.78,95,1,1.8,3.5,30.92,71.54,0.66,275.86,137.89,30.6,35,26.2,1006.1,73,3.1,5.2,11.1
51.92,12.92,19.38,20.53,7.54,19.4,85,1,1.74,2.92,30.73,68.87,0.37,245.15,133.76,30.7,36,26.3,1004.3,72,3.1,7.2,18.3
58.5,14.25,23.54,23.91,5.06,33.87,96,1,1.99,3.06,30.73,66.31,0.48,188.98,115.64,31.2,36.2,25.7,1004.4,68,3.1,3.1,11.1
68.9,9.08,21.89,18.9,6.03,27.55,124,2,2.56,3.76,29.85,71.52,0.49,293.55,134.06,30.3,36.4,26.4,1007.4,70,3.1,2.4,7.6
99.42,7.88,25.16,19.67,11.5,36.28,228,3,2.07,3.95,29.37,71.66,0.52,300.98,126.63,30.7,35.4,25.6,1006.8,68,2.6,6.1,14.8
119.33,8,27.93,20.88,9.97,36.38,296,3,2.53,4.54,29.66,62.47,0.58,283.51,141.66,28.4,34.9,23.8,1005.8,71,2.6,4.4,13
61.8,16.46,30.94,29.62,6.88,31.96,101,2,2.84,5.89,29.42,59.8,0.37,219.41,143.25,29.1,35,23.4,1004.8,64,3.1,4.8,11.1
69.21,25.02,27.76,34.78,8.84,29.75,128,2,2.84,5.89,29.7,59.53,0.38,226.06,140.24,28.7,35.8,23,1005.1,63,3.7,2.2,9.4
83.2,36.76,29.23,44.95,8.16,28.52,176,2,2.48,4.69,29.69,56.66,0.34,214.82,140.94,29.2,36.5,22.7,1005.7,62,2.6,2.8,11.1
90.98,33.35,32.22,43.86,7.95,29.28,200,2,2.38,4.53,29.63,55.79,0.35,222.95,139.49,28.8,36.6,22.5,1005.2,64,3.2,1.9,9.4
100.69,5.96,30.1,20.41,7.11,45.55,231,3,1.99,7.52,28.96,51.23,0.66,304.08,141.02,28.6,36.8,22.7,1005.7,59,3.1,2.8,13
140.96,6.56,33.09,20.84,10.23,54.5,315,4,2.87,5.96,27.48,48.11,0.65,320.99,139.3,26.6,36.7,20.6,1006.9,57,2.3,2.8,7.6
119.26,14.25,39.49,30.4,6.64,48.37,296,3,2.83,8.03,26.77,53.49,0.29,255.96,133.16,25.9,33.9,19,1006.4,55,3.1,2.4,5.4
170.82,35.49,39.17,47.23,9.89,68.7,338,4,2,2.87,27.87,60.59,0.2,174.99,126.35,28,35,18.6,1004.1,55,3.1,5,11.1
201.82,12.26,33.12,25.42,9.54,43.86,362,4,2.51,6.18,27.6,69.16,0.68,83.69,58.89,27.4,34.9,20,1004.7,69,1.3,0.9,3.5
35.89,10.08,21.26,17.37,1.2,26.18,59,1,1.73,1.89,24.4,86.97,1.24,101.93,6.36,24.2,35.5,21.8,1006.9,94,1.9,7,14.8
75.78,10.43,16.87,15.33,5.13,40.76,148,2,4.28,14.65,24.87,80.92,0.74,301.56,140.3,22.1,30.4,20.1,1005.5,96,1.9,5.9,11.1
134.29,13.89,30.61,25.39,7.91,42.61,310,4,6.85,29.82,25.55,71.8,0.4,246.94,121.22,25.6,30.8,19.9,1007.2,76,2.9,8.9,18.3
128.29,28.74,33.22,38.66,6.96,33.69,306,4,7.81,26.4,24.58,55.16,0.5,230.72,136.06,25.3,31.4,19.8,1010.2,70,2.1,5,11.1
108.19,31.59,40.2,41.24,7.38,30.63,259,3,5.88,18.91,25.15,55.34,0.38,225.51,133.15,24.6,32.1,16,1009.7,54,3.2,6.1,18.3
84.1,51.21,70.19,46.54,7.14,41.71,179,2,3.15,15.83,25.36,60.92,0.41,171.31,128.8,25.9,32.4,17.7,1010,62,3.2,5.7,14.8
92.65,9.46,62.75,19.68,8.55,51.05,204,3,1.84,5.49,25.12,60.56,0.73,159.34,95.25,25.2,33.4,18.4,1012,67,2.7,3.7,7.6
42.78,13.16,52.74,19.28,8.31,49.52,70,1,1.54,6.11,22.6,72.92,0.69,211.5,128.07,22.9,32.8,18,1013.5,76,1.9,5.9,14.8
